tweet	label	length	fold
oh hahahaha , seriously wanna see him live so bad now ! everyone is tweeting me telling me how good he is xxx	0	0.545	2
i feel you dawg , that event is worse than going to prison . id know .	1	0.35	3
he always tells me he's not a puss i tell him well babe you are what you eat	1	0.38	3
just  days back i saw u sayin u like kat but don't like her with rk to one of my frns . happy that u changed opinion	1	0.58	4
when people favorite my tweets >	1	0.16	3
fuck its supposed to say lyinggg ! ! ! >	0	0.2	5
holy fuck , mate me an you :  one of us is gunna be so sad wish there was two legs hehe	0	0.435	3
le me want to play tokimeki memorial girl's side ;  / #foreveralone #bodoamat	1	0.385	2
hhhmmm rt  many crossed my mind on this	1	0.195	2
ohmygod ! my butttcheeek is on twittter ! ! ! <  i needa talk too you	0	0.345	1
yep it's in my twitter profile :d	1	0.165	3
compatible lexmark / ibm a ( a ) premium high yield toner cartridge ( black this compatible lexmark / ibm ...	0	0.545	1
my #pinkyfinger and #whatcomesnextitfinger is in pain .. huhu , is this what they call #bbfingersyndrome ? ! ohhnooo ...	0	0.6	2
just chillinq with the homeroom ppls	1	0.18	2
the gift wrap company rosanna fleur  - ply paper luncheon napkin ,  count package ( pack of  entertaining can ...	0	0.565	3
i hate  for making me be up so early	0	0.18	2
off to #vlm expo today . id ? check , registration form ? check . wife ? check ? cause it's her birthday ! lol . have a nice dayxx	1	0.65	4
i miss you too i really do hate fighting with you ..	0	0.26	5
as long as i have one too	1	0.125	3
#teamfollowbck plz follow  he's is so sweet & talented . boy belieber ! welcome anthony to the family ! rt !	1	0.54	4
rt if you  ' s baby w / no kids	1	0.155	3
when your down and lost and you need a happy hand !	1	0.255	4
it is a great relief to hear that from you my dear . nothing ever could replace classical art for sure . thank you so much	1	0.61	4
"wh is this "" you "" .. ? ?"	0	0.125	5
shadowrun  : dead air ( paperback when jonathan winger , leader of los angeles's superstar combat biker team , ...	0	0.57	3
i ate junkfoods all day i'm going to be fat . i hate me	0	0.275	1
dude you promised me you would follow me at behind bars tour ... we have met about  times since and you haven't still	1	0.585	2
/ gallon ultra oil skin & coat supplement with hempseed oil (  fl . oz . / gallon ultra oil skin & coat sup ...	0	0.555	4
big whiskey and the groogrux king (  lp ) [ vinyl ] ( vinyl produced by rob cavallo ( green day , my chemical romanc ...	0	0.6	2
hmm .. sad haha ! nvm its okay :d i also dk if they confirmed their concert here not ^ ^	0	0.44	4
really ? ! bigger name than snsd ? ikr , wonderbang looks crappy n everything . he wasted d group ! i just found out bout the	0	0.625	5
hell no ! that thing nasty af ! im mad he licked it #nightmare	0	0.31	1
plus your in there for an hour unlike when micah is in . so your the lead anchor :d yep i'm watching	1	0.5	4
ahahaha ! rob , you had too much of something it was all those drinks i asked you to have for me ! ! ! ahahaha #hangoverssuck	1	0.625	5
see i'm trynna be noce & look what you throw at me * tears *	0	0.3	3
and so basically , the moral of grudge the movie is .. ur still not safe under ur covers #spooked	0	0.485	4
"""  #thoughtsduringschool is elaysia getting thick ! ? mmm * pause * ughh her booty crack showin ' ! o_o "" lmfao i'm weak ! ! !"	1	0.63	2
that was a good workout	1	0.115	5
s / o to the annoying person  lol . for following me he a cutie !	1	0.325	4
#directioners and #beliebers follow  now ! new twitter she follows back so go rape that follow button x	1	0.515	2
urwell rt  makasih :d rt  done rt  thasinttacaem folllow back	1	0.305	5
think it might be time to see the docs about insomnia . i can't cope with it anymore . feel rubbish today .	0	0.535	1
st  lettaz crop circles ( prod by don miguel mcmanus st on some funky shit by don miguel . bloodsport refe ...	0	0.55	2
i think it's safe for me to sleep now .. so , goodnight ! x	1	0.295	3
l love all  films ... my faves are  again , hairspray , hsm and of course #theluckyone ) ) #penshoppeallstars	1	0.545	2
"x custom picture frame / poster frame  "" wide complete rich brown wood frame ( ash this frame is manu ..."	0	0.525	3
it was perfect i got a hug aswell , picture and a cd signed , amazingg night	1	0.38	4
copyright , beltrami studios kindly , do not tag / post / crop our work without the green logo banner ... please . thanks	1	0.605	4
yea sure i'll be there	1	0.11	5
i didn't know what it was for the longest time either lol .	1	0.295	3
"apple ipad glove neoprene carrying case + car charger for ipad ( black-blue "" this package includes : . apple ipa ..."	0	0.585	4
""" you don't care about me "" listen if i didn't care about you i wouldn't be even answering anything of yours so stfu ."	0	0.59	1
, awesome ! worth every drop of blood and sweat , every cramped muscle and blister !  thank you x x	1	0.495	5
o have some good deals on the iphone at the moment	1	0.25	4
the hardest thing to do is sit on the side and watch , knowing there is nothing you can do to change the situation	0	0.57	1
i bet dick clark is finally taking a break . rip hardest / longest working man in the game .	1	0.46	2
cute ... lol zelda : the musical ( original  via	0	0.24	1
i've been laying in bed , eating food , & watching movies alll day #iaintaboutthislife !	0	0.44	3
in need of some entertainment )	1	0.155	4
well i'm sorry to hear that but damn now that your listening i hope one day your instincts send you this way lol	1	0.56	1
i think i've made the perfect plan for friday	1	0.225	5
"""  isatu is a freak on the low "" lmaooo , girlaaa only on yo birthday !"	1	0.355	4
aw i miss everyone tooo ! and not me , i have  exams that mon ps see u td   !	0	0.385	2
stay away from me , pimples . di tayo close =) )	0	0.24	3
lenovo thinkpad r  - nu gb memory ram kit ( xmb ) ( a-tech brand gb ddr -  ( pc ) so-dimm kit ( x ...	0	0.505	3
haven't been to youth power . < /	0	0.165	3
thanks	1	0.03	3
kidding about what ? it was just a question	1	0.215	4
nooo ! i'm gonna miss  on american idol ! colton was one of my favorites !	0	0.37	5
#thesaddestday when i found out scarlett johansson reduced her boobs size ! ! . _ .	0	0.415	3
bump ! european highlights ( dvd bump ! , the world's first and most watched gay and lesbian travel television ser ...	0	0.59	3
"iphone new lands ( the works of charles fort "" several times , in the course of this book , i have tried to be rea ..."	0	0.59	3
i've been to florida , tennessee , ny , texas , california , and arizona .	1	0.37	2
never care for drama , i just want money ) #getbig	1	0.25	4
? ? ? #nosy  got good news & & & feeling so much better ! ! ! sending praises to the one above ! ! ! #blessed	1	0.545	5
"against the advice of management , we'll return live at am et with  &  on "" the morning drive "" . help us all ..."	1	0.565	4
yeap rt  yup .. u also ryt ? rt  same err ' .. u in lagos ? rt mz_suzzie _ : fine fine , jus a lil bit cold ( cont )	0	0.58	5
beautiful day for a yankee game	1	0.155	5
[ info ] super junior will arrived in jakarta at  apr except kyu due to his musical , he will be in jakarta at  apr	1	0.575	3
hey mate is there a template file avliable for thumbnail image link : ( must follow template or can any image be used	0	0.585	3
yes catherine you are but i love you are lazy ass hahahaha	1	0.29	3
i had them for  hours	0	0.105	1
u r my weist  my mates are writin their projects in school and i'm at home being a professional weist ! jesus take the wheel .	0	0.63	2
hahahahaha okay i got you ... lets seriously do the list this summer ! i promise you it'll happen .	1	0.495	1
the americans ( hardcover armed with a camera and a fresh cache of film and bankrolled by a guggenheim foundati ...	0	0.575	3
i'm giving away : * * scentsy bar-snowberry ! ! ! brand new never used ! ! ! gin option . check it out -	1	0.52	4
plasma console table by bassett mirror company - natural wood ( t -  founded on the eastern slopes of the ...	0	0.545	2
will you please follow my best friend  she loves skittles ?	1	0.295	2
no reason why my brother decided to wake me and  up this morning #tired	0	0.355	2
haha couldn't agree more ! there was cdotbuntz saying that blues-reading would consign you to the play-offs . awkward ...	1	0.605	1
hahaha yeah bless him and what makes it worse is she goes and turns him down . #whatsallthatabout x	0	0.495	3
im having one with joe mate	1	0.135	1
laying here feeling my baby girl kick and move makes me want her here so much more	1	0.41	1
medium paint brushes - set of  - ( child a great set of medium tipped paint brushes for painting outlines or f ...	0	0.57	1
who's the good looking guy ?	1	0.14	4
katie wasn't allowed to go xx	0	0.145	1
im good with my handful of the friends i got	1	0.22	4
that's what im talking bout	1	0.135	4
maxell x write-once cd-r for data (  mb /  minutes storage capacity . great for check-out stand placement	0	0.525	5
#surrey folk #bhangra club  -  may  at the red robson theater in coquitlam . support the best if the west	1	0.525	3
row  ' powder coated bleachers ( ea framesare  % welded aluminum angle seat planks are annodized or powder ...	0	0.55	3
i didn't spot beast in the finale .	0	0.175	3
don't feel bad . i didn't go to my senior prom . rt  no prom for me	0	0.335	4
happy th birthday hope you have a lovely time xx	1	0.24	5
etnies charter - men's ( sz . . width - d , black / grey / white : trubuck the charter is a lawless shoe designe ...	0	0.58	3
yooo  how you liking qld ? is it raining up there too ? i'm at gold coast , an hour away . shit weather ! !	0	0.535	1
edge memory -  gb - ddr (  - b - pe all computer memory outlet memory upgrades like this gb ecc pc -  ...	0	0.525	4
hp ipaq rx series styra - ballpoint pen refills (  - pack a package of three black ballpoint pen refills for ...	0	0.56	3
please say happy birthday to my beautiful best friend  who i miss ! ! ! thankyou so much x	1	0.45	5
douglas to peel ( narrow gauge	0	0.15	3
pray for your concert in singapore runs smoothly ! love you !	1	0.305	4
ask your god why bro rt  me ? who cares about me ? nothing ! im just a loser and didnt deserve to live in this world ..	1	0.595	4
i know a senior tp'd my house ! lol ya'll some busters ! haha	1	0.305	4
im alriggght , cant really complain ! ?	1	0.195	3
anything else either ( except tobias he having been as lawfully .	0	0.325	5
omg it's so wiiinddyy ! ! dreading walking home in this later on #	0	0.33	3
aaa thanks again bro	1	0.1	3
nahhh , i'm just replying for no reason xoxoxoxo	1	0.24	2
i want icecream , or a smoothie , something ! someone take me	0	0.305	5
my mommy hasn't sewed in sooo long !	0	0.18	4
lucky you ^ ^ keep share photos and info about uri joon and mblaq right ? thx very much really	1	0.47	5
i love u alot , again im sorry about last night ... i admit i was a dick and i feel bad . just know that your my everything	1	0.615	1
who wants to go on a lunch date with me after school tomorrow ?	1	0.315	3
learn how to keep things positively perfect .	1	0.225	5
just got out of work	1	0.1	3
#ff         <	1	0.065	4
yayyy the bus isnt late	1	0.115	2
rt  thankyou thankyou :d rt  : followed :d rt   follback dong tep :d tq	1	0.355	5
i have a feeling things aren't gunna go as planned	0	0.25	5
i wanna go back to this day with  < most fun iv ever had	1	0.28	1
hey please follow  she follows back	1	0.175	3
so sad about some of the glee kids graduating	0	0.225	2
need to get my plans together for tonight ... i wanna do something chill like a movie & bowling	1	0.475	5
i dont know how much more i can go through ..	0	0.225	1
since i don't get to see you tomorrow in kc how about a bday shout out for my old ass ? turning  is kinda depressing	1	0.58	5
but he know how to spit .	1	0.125	2
follow me pleaseee ?	1	0.1	4
days left of being  sad times	0	0.145	3
ok you being in coast is just upseting please let me bask in my jealously for a while	0	0.425	3
lol mum says hi and waved at the photo lol - how is aaron and baby and family and you	1	0.425	2
only during fighter ... #pantylines	1	0.175	2
my stomach go wild when i'm hungry .	0	0.18	3
i was in hospital for a week , viral meningitis ( gettin there now sweet !	0	0.37	2
back to october  please	0	0.115	4
write a song about missing your girlfriend ! xxo	1	0.24	3
stumbled upon something amazing last night :  (  great place to buy one of a kind gifts for yourself or others	1	0.55	1
dennis potter ( border lines potter's plays have ranged from the lives of christ and casanova to the acclaimed ...	0	0.57	2
i refuse to believe im the only lad who likes call me maybe ?	0	0.305	1
aww haha thankss x	1	0.09	3
darling forever if a long long time ... and it has a way of changing things	0	0.375	3
rabbits  square x wall calendar ( multilingual edition ) ( calendar furry , soft , and gentle , with big eye ...	0	0.56	1
i found louis family in poland  . xx	1	0.18	3
who says elephants can't dance ? : leading a great enterprise through dramatic change ( paperback who says elepha ...	0	0.585	1
idk .. we'll see #doubtful #betterstartsuckingupnow	1	0.255	3
the olly tour documentary will make this week good	1	0.25	1
pllease follow back . we're twiins xx	1	0.185	2
waking up to nothing on ur phone < <	0	0.18	2
you know but sh	0	0.075	1
apart from about / people , the rest of yall are strangers	0	0.29	4
the existence of buddha's and jesus are very close to each other . what a coincidence ..	1	0.44	1
someone make my day and bring me some starbucks	1	0.235	1
wow you're so lateee : $ and aww at least you're better now	1	0.295	1
'  and you ? and i will after	1	0.145	2
ty very much ! has brightened my day struggling to get ready for show ! !	0	0.365	3
i love you please follow me ! you unfollowed me a few days ago idk why please follow back	0	0.445	1
yeenigga . #havefun keep me updated in science	1	0.23	2
bought  new songs from the itunes store . i feel ripped off .	1	0.305	5
dixon valve k fast-lok k clamp ( pack of  band clamps	0	0.265	4
retweet this if you love niall's laugh . xx	1	0.215	3
good to know that your having a good day . i would go to your guy's show but i'm here in las vegas so i cant ..	0	0.555	5
follow me ... im on twitter only for you .. dont forget ur canadian fans . support u since day  .  when u was jimmy , follow me	0	0.635	4
i wish you the best all year dear	1	0.165	3
max grubbin at the banquet	1	0.13	2
i'm doing amazing ! and how about your lovely self ?	1	0.26	4
people of walmart ( sexy and i know it - lmfao  via	0	0.255	1
its too early	0	0.065	1
i miss having those sweet & precious moments with you	0	0.265	3
security at manchester airport admired lumia running ba app with boarding pass on it	1	0.42	4
i was thinking of u and learned how to do something like that one time . cant wait to show u	1	0.46	3
sooo . . my date might not go to the movies tmw who wanna go with me ?	0	0.35	1
hello  i really like your moves and your hair ! xx	1	0.25	2
beautiful night and morning	1	0.135	1
change of plans ! going home on sunday . let's skype tomorrow night ?	1	0.345	1
noo its horrible ! ! dont remember it being this hard all the times i've quit b ! ! awww thats brill ! do u feel any like	0	0.605	5
the email we get to confirm that we signed up for the newsletter haha	1	0.345	3
this is one boring saturday ...	0	0.155	2
what is all this football talk ! ? i thought football season was over ?	0	0.355	2
haha all the best mummy im always pray for your goods	1	0.265	5
#yougetmajorpointsif you enjoy mac miller as much as me	1	0.275	5
i can't come round yours tomorrow xo	0	0.18	2
thank you florida for such a great time ! ! we will see you again in june	1	0.365	1
thanks for following too	1	0.12	3
i'm a leader not a follower . unless it's a dark scary place then f * * k that , you go first . #friendship	1	0.535	2
"x custom picture frame / poster frame . "" wide complete green colori smooth frame (  this frame is m ..."	0	0.52	5
please rt me and make my day	0	0.14	4
rt  should i keep dabiebstercrew or change it to sincebiebs or loyalbiebs ? - keep dabiebstercrew .	1	0.495	5
apparently laughter is a symptom of / . too bad i am a proud supporter of kerr hall courtesy hours !	1	0.5	4
i find hope in the darkest of days , and focus in the brightest . i do not judge the world .	1	0.46	1
how have i been up since  worked till  gym for  hours and i'm still awake ? ?	0	0.385	2
lol ! ! ! yeah ... being a ra was a great job . prepare us for the real world ! ! !	1	0.415	3
in this world not everyone's going to like you . you wanna know what you do ? don't give a fuck !	1	0.485	2
awh ino ! it's bad and no i couldn't i was busy < xx	0	0.26	4
"copys of mixtape "" the new shit vol .  "" shipped out this week still can download free"	1	0.43	5
rt if you hate to see him sad	0	0.145	5
today is definitely not my day #sigh	0	0.18	2
mama , won't you play with me ? ( paperback follow dudley on his emotional journey as he searches for happiness w ...	0	0.585	5
soon , i will buy my  mics , and a cymbal set !	1	0.235	4
#youcangetmajorpointsif you kiss me in front of everybody & make it obvious that you're alll mine	1	0.485	1
yes ! u could be here giving me some pizza ... oops i'm going to bed	1	0.34	1
explorations in language acquisition and use ( paperback to those familiar with the field of linguistics and se ...	0	0.575	4
feeling a bit glum today think some fresh air is in order ! x	0	0.305	5
""" x  "" ( cm x cm ) mounted art print wenceslaus hollar - advocate ( state  brand new item ready for rapid despatch"	0	0.57	4
tht awkard moment when you put kissed on the end of a text , and they don't put any	0	0.415	3
its ok you can't notice really it just hurts	0	0.22	1
ready to sing your heart out ? the world is your stage in this  music challenge . enter here !  #spon	1	0.505	4
wooow congratss k	1	0.085	3
well gas came down a bit . thats good news	1	0.21	5
congrats on being an uncle ! now you're officially older than any of us ! xd ! * don't kill me please *	0	0.515	2
got really bad belly ache !	0	0.135	4
i didnt . we both just be doing our own things now ! its turtle fault tho he keeps y'all away lol	0	0.485	3
no i got caught up . i broke my iphone so had to buy a new phone a shitty bb	0	0.38	2
flower under water v .  ( dvd this organic art image is based on an original photograph . this piece fluidly cha ...	0	0.58	1
killing me softly	0	0.085	5
im not going to see my awesome class  for four days im going to miss you guys mwuah	0	0.415	1
yay ! another photo for the #thriftbreak album	1	0.23	3
yep babe rt  nubhiee thanks sweetie .. : )	1	0.21	5
listening to the potato song in math ... alone	0	0.23	5
racing limos america ( atyg time to steam role through these s here	0	0.335	2
hope you have a nice day ! ! and i miss you ! ! ! take care and keep smile for me and for your self ! :d labyo ! ! <	1	0.58	1
midnight eyes ( kindle edition men are being lured to agonizing deaths in the small louisiana city of aimsley . ...	0	0.575	4
joj and jai . hahaha )	1	0.11	3
charly / everybody in the place ( audio cd	0	0.21	3
fix the economy . legalize marijuana . tomorrow is #	1	0.26	5
"based of ma opinion , "" it's better to choose to join the flag ceremony till  hour than join that maksiat dance """	1	0.565	5
it is a worthy album . let me know what you think if it , if you get it .	1	0.365	2
i thought you told me not to	0	0.14	2
now watching #braincells by  and i fucking love it ! !	1	0.27	5
i know it is	1	0.06	1
"no story that begins with "" we had never drunk tequila before "" ever has a happy ending ."	1	0.445	3
holy sore throat #gahh	0	0.11	3
and right there you're back on twitter form	1	0.215	1
"black oxide alloy steel set screw , hex socket drive , dog point , #- , / "" length ( pack of  set screws are ..."	0	0.56	1
rt  xavi , out of action for  days	0	0.17	4
meanwhile rih keeps paying me dust in the follow department lol	0	0.315	5
priestess of avalon ( paperback long-awaited final volume in the avalon series by bestselling fantasy author , m ...	0	0.58	1
"x custom picture frame / poster frame . "" wide complete blue wood frame ( bl this frame is manufactured ..."	0	0.535	4
hey could you please check out  * brand new * video ' butterfly ' :	1	0.335	5
just want to get done with work so i can go see the lucky one with  can't wait !	1	0.4	4
last time i am advertising this . anybody in nyc want to go to a pet fashion show tomorrow at : pm ... dm me	1	0.54	3
home atlast ! whooot , still can't get over the adrenaline high from a while ago . haha ! ! thanks again jeff	1	0.545	3
aaah this much .. i feel you my twin	0	0.18	2
or  please tell me if you are coming to birmingham i am going to cry if you do and i don't meet you	0	0.495	3
yea wel just leave me alone : l listen to	1	0.205	1
hahaa yeauh i take the metro ' & ahhh i was all lowkey lonely for a while , you should've came c : !	1	0.5	5
crosman airsoft collapsible target ( sports crosman collapsible mesh target catches airsoft bb's for easy containment	0	0.585	1
claudia joy is moving #wah #butreallydontlikedahoeanyways hahaha i loveh army wives !	0	0.425	3
* sigh * what a long day	0	0.12	4
i want someone to surprise me with flowers	0	0.21	4
okaay good night ! good morning to mee ! hahah x	1	0.24	2
pringles potato crisps , original ,  - ounce packages ( pack of	0	0.315	2
is there a - special	1	0.1	2
for a moment there i thought you meant you love me but that'll do x	0	0.335	2
i wanna see #theluckyone with somebody	1	0.19	3
despite the weather not being the best , i wana go the beach	0	0.3	2
thank you . keep it up . rt   dammm you'll be fine dnt worrry i'm goood just working same ol ' same ol '	1	0.52	5
"thankyouuu loeloert   happy birthday farr , wish you all the best """	1	0.335	4
sad to see you stop , quit and fail at life	0	0.215	3
just saw the most adorable dog ever on anna's profile ! ima talk to my mom into letting me get it half pit half retriever !	1	0.615	5
a surprise for grandmother rabbit ( paperback skipper's mother just made two delicious cherry pies . before skip ...	0	0.58	2
hello there beautiful	1	0.105	3
i know	0	0.03	5
i'm not feeling to confident in this class good thing i don't need it to graduate .	0	0.415	5
treat me like a joke & i'll leave you like it's funny .	1	0.275	3
i hope you enjoy this ! my last video ! check it out and tell me what you think	1	0.395	2
"""   awe love ya , you're the sweetest < "" i try <"	1	0.245	2
my new fave romcom #somethingborrowed   loved the onscreen chemistry . feel good movie warms the heart !	1	0.52	3
where have you been in tokyo ?	1	0.15	4
just the idea is good enough . it allows to me to use my imagination .	1	0.35	5
awww your mum and dad won't give you money ( ( ( heart is bleeding for ya xoxox	0	0.395	2
i peeled a good amoubt o my legs and boobs , but i still have a rockin tan for how white i am	1	0.465	3
the new pink slime	0	0.09	4
if it's liam , yes of course hahah	1	0.17	5
me & #oomf will never be the same sad but true	0	0.23	3
u really are the coolest	1	0.12	5
love the way this rj anirudh flirts , romances , talks with ladies callers on fm . ... lovely romantic songs : icing on the cake )	1	0.65	3
sus fuck them hoess ... but any problems juss call	1	0.25	2
here's pokemon black part  if you missed it yesterday . please give it a watch	1	0.39	1
pissed off and tired .. not a good combination .	0	0.24	2
there is a men's room in common part of the building . i can haul table from lady's to men's . you need changing pad	1	0.58	1
i don't hate you , i'm just disappointed you turned into everything you said you'd never be , .	0	0.475	2
i cant imagine someone else standing there , coaching the team # thisisnothappening ( (	0	0.435	5
energizer lithium coin blister pack watch / electronic batteries ,  - count ( pack of  energizer lithium coin b ...	0	0.575	1
musculoskeletal imaging companion ( imaging companion series written by a pre-eminent educator in radiology , mu ...	0	0.58	5
i don't think soo	1	0.085	1
finally home	1	0.06	1
the world's great artillery : from the middle ages to the present day ( hardcover	0	0.405	4
witchcraft and magic in the nordic middle ages ( the middle ages series stephen a . mitchell here offers the ful ...	0	0.58	4
chinese medicine is not working at all , i think should take panadol .	0	0.35	3
so happy for them ! !	1	0.105	1
today is national stalking awareness day lmao . the things i never knew about until i made a twitter .	1	0.51	2
had a belter night last night .  was superb ! smashed mcintosh ! ! ! strolled in at  , funny night . hard to dance on a crutch haha	0	0.655	3
< < yeah , and still is !	0	0.125	5
i'm jealous of people who get to see you everyday	0	0.245	1
see you fisics in civil engineering major of binus university ! english ! hmm we'll still meet everytime and everywhere !	1	0.605	5
oh okay how much you selling it for ?	1	0.185	4
every day that passes brings us closer to december  ,  #gettingscared	0	0.345	2
( ( rt  that time of the year where motivation sinks at its lowest point .	0	0.37	3
nice ass day , with nobody  spend it with	0	0.205	1
yup . thats right . i drew this like mins after the vid was posted . xoxo from a huge fan < hope u like !	1	0.525	3
haha cos the fair closes at pm today	1	0.18	4
everyone i'm texting just stopped replying at the same time someone i like text me ! ! >	0	0.44	4
becoz there is u ... huhu ... juz joking	1	0.2	2
"poise ultra thin liners , full case of  , . "" long ( -  packages of  pads . light abosorbency"	0	0.465	5
"rt  #thoughtsduringschool i wonder if my teacher has ever checked me out & said "" daaam i'd tap that """	1	0.51	5
a thankful heart truly is a happy heart	1	0.195	5
the ps suite open beta starts today . any plans to port mc :p e to ps vita ?	1	0.38	3
the beach episode ; the kiss part  - #rossandrachel	1	0.255	1
not sure how to address that question ... i am a moody chick ...	1	0.32	1
thank god i have friends like courtney ! brought me a pack ! ) she da bombbb	1	0.38	3
really don't feel like training in the rain #fightnightfriday ! ! #dedication #nomeals	0	0.43	1
so excited for tomorrow . shopping in chicago with	1	0.25	4
i am going to burn all of this homework ! ! ! >	0	0.235	1
innovation caster kit for rack -  product ( rack -  - caster marketing description is not available . please r ...	0	0.57	2
yes ! less than an hour from now !	1	0.17	2
so many directionators are around . i miss my little secret	0	0.295	4
the legend remixes ( audio cd an album featuring remixes of their biggest hits by eat static , tristan , silicon ...	0	0.58	1
no complaints here ! can't wait to see that episode again !	1	0.295	2
your name says you only live for the jonas brothers ,  is not a jonas brother . #madatchunow !	1	0.47	3
aww i wish i could help my stanka	0	0.165	3
"x custom picture frame / poster frame . "" wide black wood frame ( . driftwoodbk this frame is manufacture ..."	0	0.545	3
i still have it on my wall  #goodtimes <	1	0.2	5
i used to get pissed getting rick rolled ... now i sing along	1	0.305	1
it seems like this is all i've been watching ... well at least according to my check ins	1	0.44	2
the boss and the machine ( webster's hungarian thesaurus edition this edition is written in english . however , t ...	0	0.585	1
great pic girl ! ! thanks ! ! !	1	0.155	4
i miss those so much	0	0.1	4
morning azrul rt  morning twitterians :-d	1	0.205	1
lol i doesn't let me talk or break anything on the server	0	0.285	5
i did it yesterday and i still have no follow yet	0	0.245	3
"""   your all alone ; sucks ( n ) lol "" : i know ( ( ("	0	0.265	4
hmmm , i wonder if that tweet was about me ? ... i'm sorry .. \ m ? !	0	0.345	4
god bless you  be a blessing to others .	1	0.2	3
fjc air conditioning products - master sealing washer assortment (   part numbers -  piecesgm and chrys ...	0	0.535	1
laura's album : a remembrance scrapbook of laura ingalls wilder ( little house though best known as the author o ...	0	0.58	4
pizza & & hotwings do song good rite about na na that oomf just mentioned it .	1	0.39	5
can't believe i've been a total slack . haven't opened this account in years ! #imissd	0	0.43	2
youre very welcome dave - hope you have a fab weekend	1	0.265	3
bout to watch this movie that  gave me	1	0.19	5
haha ! just wanted to see your reaction . just when you said happy birthday to cian i remembered you said it to me . thank you .	1	0.64	1
just got powned by  ) ) shit that was one scary ass face .	1	0.29	5
q : truth is ... your pretty and have a won ... a : awe why thanks sweetheart < hmu som ... :	1	0.465	1
"x custom picture frame / poster frame . "" wide complete black with ornate gold wood frame (  this fram ..."	0	0.53	4
yeahh lol so sshhh	1	0.09	5
preiser  db railway personnel  : suitable for the following scale ( s z scale	0	0.385	2
there's even a game ? ! ? ha i'll just stick to monopoly . you guys have fun	1	0.38	3
"as quoted by the lovely  tonight : "" you get more single by the minute . "" despite this , i love my friend ! #foreveralone"	1	0.61	5
#smartnokialumia is the hottest phone in the house ! ftw )	1	0.29	3
laid in bed ill someone bring me tea ! #dying	0	0.225	5
mini pet stairs  - step ( tiger ,  in . h x  in . w x  in . d use pet steps for older pets who can no longer r ...	0	0.57	4
everyone come to the varsity softball & baseball games	1	0.27	3
hhahahahahahahahahahahahahahahahahaha ! ! ! well i guess if it applies to her .. ?	1	0.41	4
where's mine nigga ? !	0	0.11	3
what were about to get into	1	0.135	2
resurrecting the champ ( dvd sportswriter erik kernan ( hartnett ) wants nothing more than to discover a story gr ...	0	0.585	2
retweet if you are a girl , favorite of your a guy ! i want to see the difference	1	0.405	2
what if i bring your fave candy ? ?	1	0.175	2
want to meet up in a dark alleyway and ... play twister ? but my rules only allowed to be naked	1	0.475	3
noteworthy collections - college stampers ( michigan square stamp self-inking personalized return address stamp ...	0	0.575	5
hurry up i'm bored as fuck lmao i stayed home today to pack	0	0.295	5
rt  don't be easy to get , because then you'll be easy to forget . ha !	1	0.355	2
thatll be sooo much fun ! can't wait tooo #practicing	1	0.265	4
ace medium duty all season garden hose ( ac sold as each . two layers of reinforcement of high burst stre ...	0	0.545	2
rt  rt  rt  pussy can't fight back . beat that shit up	1	0.27	1
i have the best boyfriend	1	0.125	3
cant breathe out of my nose >	0	0.145	4
international  boys and girls ! get it , grind it , roll it , light it , smoke it . cheers	1	0.45	4
morning ! it's blue sky and sunny in #cornwall at the moment ! not expected to stay like this for long ! have a nice day !	1	0.61	1
a song about noticing that one , like the feeling ! (  live on	1	0.31	3
i missed david luiz in this match  jaja :p para la proxima ganamos	0	0.33	2
kenneth jay lane jet crystal drop earrings with pearlescent bead accent ( jet crystal w / pearlescent beads kenn ...	0	0.58	3
the final riot ! ( audio cd a little over a year after the release of their critically acclaimed  album ' riot ...	0	0.57	3
ill tell my mom to bring them when she comes and we will watch them in the new house	1	0.42	2
music is quite personal , but the musician egos should go to the side & share all the intimate moments good and bad .	1	0.585	4
- don't say that . you'll have me worrying besides which the heat comes out the sides of these things . just needed elevation	1	0.625	5
that awful feeling when they score on you on the th minute	0	0.29	4
at breakfast with the family for  th birthday )	1	0.235	1
watching bruce almighty #classic	1	0.16	5
pipedream products edible body spray , blue raspberry ( pack of  spark up the night and ignite passion with the ...	0	0.575	4
your the beg babes	1	0.09	1
bet it whiffs a bit too ... morning !	1	0.185	2
qvs blue space saver  cd / dvd's compact jewel case ( cacd - bl this space-saver compact jewel case holds up to  ...	0	0.58	3
its not my fault i'm just really ill atm ? ! ?	0	0.23	3
"mad dog : a short story ( kindle edition from the author of "" scream studs , "" "" behind the shower curtain , "" and "" re ..."	0	0.615	3
the very best of doc severinsen ( audio cd	0	0.21	4
me and  last night after we got done crying love you <	0	0.27	5
ahh not good i will have to wait and hope its up in the morning ... i will use the na interview to motivate me to work ha !	0	0.615	2
php ( job code : j * well experienced in php . * capable of handling multiple projects . ...  submit your resume	0	0.56	5
can one of you guys make my day and wish me a happy birthday ?	1	0.31	5
medion mim  compatible laptop power dc adapter car charger ( car  this replacement laptop dc power adapter / ...	0	0.56	5
any chance your drinking yorskshire tea ? xx	1	0.22	5
something like what i did to you .. left you right ther	1	0.275	4
yap.maybe thats their fate . no regret and i'm proud of my effort , nothing's perfect .	1	0.435	2
are we f * cking tonight ? ( a ) yes ( b ) a ( c ) b	1	0.26	3
! ! ! rt  pharrell - frontin will always be my song	1	0.255	5
